curriculum,qualification_responsible_position,name_responsible,degree_reponsible,program_responsible,institute_responsible,year_graduate_responsible
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),อาจารย์ ดร.,ญาดา เดชชัย เธียรประสิทธิ์,น.ด.,นิติศาสตร์,"University of Aberdeen, UK",2564
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),อาจารย์ ดร.,ญาดา เดชชัย เธียรประสิทธิ์,น.ม.,-,"Oxford Brookes University, UK",2556
นิติศาสตรบัณฑิต ท่าพระจันทร์ (ปรับปรุง 66),อาจารย์ ดร.,ญาดา เดชชัย เธียรประสิทธิ์,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2555
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ศาสตราจารย์ ดร.,ประสิทธิ์ ปิวาวัฒนพานิช,S.J.D.,Law,"Wisconsin University, USA Golden Gate University, USA",2559
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ศาสตราจารย์ ดร.,ประสิทธิ์ ปิวาวัฒนพานิช,LL.M.,Law,"University, USA",2545
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ศาสตราจารย์ ดร.,ประสิทธิ์ ปิวาวัฒนพานิช,น.ม,กฎหมายการค้าระหว่างประเทศ,มหาวิทยาลัยธรรมศาสตร์,2538
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ศาสตราจารย์ ดร.,ประสิทธิ์ ปิวาวัฒนพานิช,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2535
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,กรศุทธิ์ ขอพ่วงกลาง,Ph.D.,Law,"University of Edinburgh, UK",2559
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,กรศุทธิ์ ขอพ่วงกลาง,LL.M.,"Innovation, Technology and the Law","University of Edinburgh, UK",2552
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,กรศุทธิ์ ขอพ่วงกลาง,น.ม.,กฎหมายเอกชนนิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2552
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,กรศุทธิ์ ขอพ่วงกลาง,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2547
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธนภัทร ชาตินักรบ,Ph.D.,Law,"Universityof Manchester, UK",2564
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธนภัทร ชาตินักรบ,LL.M.,Public International Law,"Queen Mary University of London, UK",2561
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธนภัทร ชาตินักรบ,น.ม.,กฎหมายระหว่างประเทศ,มหาวิทยาลัยธรรมศาสตร์,2557
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธนภัทร ชาตินักรบ,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2555
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),รองศาสตราจารย์ ดร.,กิตติวัฒน์ จันทร์แจ่มใส,Ph.D.,-,"University of Durham, UK.",2558
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),รองศาสตราจารย์ ดร.,กิตติวัฒน์ จันทร์แจ่มใส,LL.M.,International Business Law,"London School of Economics andPolitical Science, UK.",2555
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),รองศาสตราจารย์ ดร.,กิตติวัฒน์ จันทร์แจ่มใส,น.บ.ท.,-,ส านักอบรมกฎหมายแห่งเนติบัณฑิตยสภา,2550
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),รองศาสตราจารย์ ดร.,กิตติวัฒน์ จันทร์แจ่มใส,น.ม.,กฎหมายการค้าระหว่างประเทศ,มหาวิทยาลัยธรรมศาสตร์,2552
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),รองศาสตราจารย์ ดร.,กิตติวัฒน์ จันทร์แจ่มใส,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2549
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธีระรัตน์ จีระวัฒนา,Ph.D,-,"University of New England, Australia",2562
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธีระรัตน์ จีระวัฒนา,น.ม.,กฎหมายการค้าระหว่างประเทศ,มหาวิทยาลัยธรรมศาสตร์,2548
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธีระรัตน์ จีระวัฒนา,น.บ.ท.,-,ส านักอบรมกฎหมายแห่งเนติบัณฑิตยสภา,2548
นิติศาสตรบัณฑิต ศูนยรังสิต (ปรับปรุง 66),ผู้ช่วยศาสตราจารย์ ดร.,ธีระรัตน์ จีระวัฒนา,น.บ.,นิติศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2548
น.บ. กฎหมายธุรกิจ (นานาชาติ-ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,มุนินทร์ พงศาปาน,Ph.D.,Comparative Law,"University of Edinburgh, UK",2556
น.บ. กฎหมายธุรกิจ (นานาชาติ-ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,มุนินทร์ พงศาปาน,LL.M.,Comparative Law,"University of Cambridge, UK",2552
น.บ. กฎหมายธุรกิจ (นานาชาติ-ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,มุนินทร์ พงศาปาน,น.บ.,-,มหาวิทยาลัยธรรมศาสตร์,2550
น.บ. กฎหมายธุรกิจ (นานาชาติ-ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,Lasse Schuldt,Ph.D.,Law,"Humboldt University Berlin, Germany",2553
น.บ. กฎหมายธุรกิจ (นานาชาติ-ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,Lasse Schuldt,FirstStateExam,Law,"Humboldt University Berlin, Germany",2550
น.บ. กฎหมายธุรกิจ (นานาชาติ-ปรับปรุง 66),ผู้ช่วยศาสตราจารย์,Adam Reekie,น.ม.,กฎหมายธุรกิจ,มหาวิทยาลัยธรรมศาสตร์,2560
